ヴ	10	17 
ゎ	15	10 
ゃ	15	12 
ぱ	15	13 
ば	15	14 
だ	15	21 
ざ	15	22 
が	15	23 
ぁ	15	24 
ぴ	16	13 
び	16	14 
、	16	20 
ぢ	16	21 
じ	16	22 
ぎ	16	23 
ぃ	16	24 
っ	17	11 
ゅ	17	12 
ぷ	17	13 
ぶ	17	14 
ん	17	20 
づ	17	21 
ず	17	22 
ぐ	17	23 
ぅ	17	24 
ぺ	18	13 
べ	18	14 
。	18	20 
で	18	21 
ぜ	18	22 
げ	18	23 
ぇ	18	24 
ょ	19	12 
ぽ	19	13 
ぼ	19	14 
ど	19	21 
ぞ	19	22 
ご	19	23 
ぉ	19	24 
ー	20	15 
わ	25	10 
ら	25	11 
や	25	12 
ま	25	13 
は	25	14 
な	25	20 
た	25	21 
さ	25	22 
か	25	23 
あ	25	24 
ゐ	26	10 
り	26	11 
み	26	13 
ひ	26	14 
に	26	20 
ち	26	21 
し	26	22 
き	26	23 
い	26	24 
る	27	11 
ゆ	27	12 
む	27	13 
ふ	27	14 
ぬ	27	20 
つ	27	21 
す	27	22 
く	27	23 
う	27	24 
ゑ	28	10 
れ	28	11 
め	28	13 
へ	28	14 
ね	28	20 
て	28	21 
せ	28	22 
け	28	23 
え	28	24 
を	29	10 
ろ	29	11 
よ	29	12 
も	29	13 
ほ	29	14 
の	29	20 
と	29	21 
そ	29	22 
こ	29	23 
お	29	24 
